occupation_id,สาขาอาชีพหลัก,ชื่อตำแหน่งงาน
3,การตลาด/PR,Brand marketing&Advertising specialist
3,การตลาด/PR,Social media admin
3,การตลาด/PR,Online Marketer
3,การตลาด/PR,Graphic Design (Offline Marketing)
3,การตลาด/PR,Media & Digital Marketing Executive
3,การตลาด/PR,Business Development
3,การตลาด/PR,Digital Marketing
3,การตลาด/PR,Content Writer
3,การตลาด/PR,Digital Ads Planner& Optimizer
3,การตลาด/PR,Marketing Manager
3,การตลาด/PR,Marketing Officer
3,การตลาด/PR,Marketing Planner
3,การตลาด/PR,Assistant Marketing Manager
3,การตลาด/PR,ประสานงานการตลาด
3,การตลาด/PR,เจ้าหน้าที่พัฒนาธุรกิจ
3,การตลาด/PR,Marketing Executive (Creative Influencer & Consumer)
3,การตลาด/PR,Customer Development Officer
3,การตลาด/PR,Marketing Influencer
3,การตลาด/PR,TeleMarketing
3,การตลาด/PR,เจ้าหน้าที่การตลาดองค์กร
3,การตลาด/PR,เจ้าหน้าที่ส่งเสริมกิจกรรมการตลาด
3,การตลาด/PR,Reception
3,การตลาด/PR,Merchandiser Supervisor
3,การตลาด/PR,ผู้จัดการแผนกส่งเสริมการขาย (Marketing DM)
3,การตลาด/PR,Online Marketing6
3,การตลาด/PR,Influencers Coordinator (เจ้าหน้าที่ประสานงาน Influencer)
3,การตลาด/PR,Marketing Executive
3,การตลาด/PR,E-commerce and KOL Coordinator
3,การตลาด/PR,การตลาดPR
3,การตลาด/PR,เจ้าหน้าที่วิเคราะห์นโยบายและวางแผนการตลาด
3,การตลาด/PR,หัวหน้าฝ่ายการตลาด
3,การตลาด/PR,ประสานงานกิจกรรมด้านการตลาด(Marketing Co-Ordinater)
3,การตลาด/PR,เจ้าหน้าที่สนับสนุนการตลาด (Travel & Leisure Marketing)
3,การตลาด/PR,Marketing Executive ( FMCG )
3,การตลาด/PR,Business Development Officer
3,การตลาด/PR,Product Manager
3,การตลาด/PR,Modern Trade Supervisor
3,การตลาด/PR,เจ้าหน้าที่สนันสนุนการตลาด
3,การตลาด/PR,Strategic Planner (Senior Manager)
3,การตลาด/PR,เจ้าหน้าที่ประชาสัมพันธ์
3,การตลาด/PR,PR Brand Skincare
3,การตลาด/PR,เจ้าหน้าที่จัดกิจกรรมส่งเสริมการตลาด (Event Support)
3,การตลาด/PR,เจ้าหน้าที่ประชาสัมพันธ์(ภาษาจีน)
3,การตลาด/PR,Public Relation Manager (PR)
3,การตลาด/PR,ประชาสัมพันธ์การตลาด
3,การตลาด/PR,เจ้าหน้าที่การตลาดออนไลน์
3,การตลาด/PR,เจ้าหน้าที่พัฒนาธุรกิจ Business development (Location)
3,การตลาด/PR,Market Researcher
3,การตลาด/PR,Product Marketing ( FMCG )
3,การตลาด/PR,Market Research
3,การตลาด/PR,Maketing Researcher
3,การตลาด/PR,การวิจัยการตลาด
3,การตลาด/PR,Marketing  Analyst (นักวิเคราะห์การตลาด)
3,การตลาด/PR,พัฒนาผลิตภัณฑ์ PD
3,การตลาด/PR,เจ้าหน้าที่สื่อสารการตลาด (Marketing Communication Officer)
3,การตลาด/PR,เจ้าหน้าที่สื่อสารการตลาดและการบริหาร
3,การตลาด/PR,Creative content creator
3,การตลาด/PR,Influencer Marketing Specialist
3,การตลาด/PR,เจ้าหน้าที่สื่อสารองค์กร
3,การตลาด/PR,หัวหน้าแผนกการตลาด
3,การตลาด/PR,ผู้จัดการพัฒนาธุรกิจ (BDM)
3,การตลาด/PR,หัวหน้าทีมอีเว้นท์
3,การตลาด/PR,Marketing Manager
3,การตลาด/PR,Area Manager
3,การตลาด/PR,SEO Content Manager
3,การตลาด/PR,Product Sourcing Manager
3,การตลาด/PR,ผู้จัดการฝ่ายการตลาด
3,การตลาด/PR,Event Coordinator
3,การตลาด/PR,Coordinater
3,การตลาด/PR,Event Marketing
3,การตลาด/PR,เจ้าหน้าที่อีเว้นท์
3,การตลาด/PR,เจ้าหน้าที่กิจกรรมการตลาด
3,การตลาด/PR,Events & Media Staff
4,การผลิต/QA-QC,เจ้าหน้าที่ควบคุมเครื่องจักร ( Technical Operator)
4,การผลิต/QA-QC,ช่างคุมเครื่องไดคัท
4,การผลิต/QA-QC,พนักงานคุมเครื่อง
4,การผลิต/QA-QC,หัวหน้าแผนกควบคุมไลน์ผลิต
4,การผลิต/QA-QC,พนักงานคุมเครื่องตัด
4,การผลิต/QA-QC,พนักงานคุมเครื่องห่อ
4,การผลิต/QA-QC,QA Supervisor
4,การผลิต/QA-QC,QC Staff
4,การผลิต/QA-QC,Quality Control
4,การผลิต/QA-QC,เจ้าหน้าที่แผนกควบคุมคุณภาพ
4,การผลิต/QA-QC,ผู้ตรวจสอบปริมาณงาน
4,การผลิต/QA-QC,ควบคุมดูแลตรวจสอบคุณภาพ
4,การผลิต/QA-QC,QC Supervisor
4,การผลิต/QA-QC,QA staff
4,การผลิต/QA-QC,เจ้าหน้าที่ QC
4,การผลิต/QA-QC,เจ้าหน้าที่ระบบคุณภาพ
4,การผลิต/QA-QC,ผู้จัดการฝ่ายผลิต
4,การผลิต/QA-QC,หัวหน้างานฝ่ายผลิต
4,การผลิต/QA-QC,ผู้จัดการฝ่ายประกันคุณภาพ
4,การผลิต/QA-QC,หัวหน้าควบคุมการผลิต
4,การผลิต/QA-QC,พนักงานฝ่ายผลิต
4,การผลิต/QA-QC,Packing
4,การผลิต/QA-QC,เจ้าหน้าที่พัฒนาระบบการผลิต
4,การผลิต/QA-QC,ธุรการผลิตและซ่อมบำรุง
4,การผลิต/QA-QC,หัวหน้าแผนกผลิต
4,การผลิต/QA-QC,เจ้าหน้าที่วิเคราะห์คุณภาพผลิตภัณฑ์
4,การผลิต/QA-QC,เจ้าหน้าที่สนับสนุนการผลิต
4,การผลิต/QA-QC,เจ้าหน้าที่ตรวจสอบคุณภาพ (QC)
4,การผลิต/QA-QC,ช่างขัด (จิวเวลรี่)
4,การผลิต/QA-QC,QC ตรวจสอบเครื่องประดับ
4,การผลิต/QA-QC,Material Control
4,การผลิต/QA-QC,เจ้าหน้าที่ QC
4,การผลิต/QA-QC,พนักงานไลน์ผลิต
4,การผลิต/QA-QC,พนักงานผลิตรองเท้าทำมือ
4,การผลิต/QA-QC,เจ้าหน้าที่ QA
4,การผลิต/QA-QC,ควบคุมคุณภาพ (QC)
4,การผลิต/QA-QC,QA
4,การผลิต/QA-QC,QCตรวจสอบ
4,การผลิต/QA-QC,Packing
4,การผลิต/QA-QC,หัวหน้าไลน์เย็บ
4,การผลิต/QA-QC,Material Development
4,การผลิต/QA-QC,Product Officer
4,การผลิต/QA-QC,ผู้จัดการแผนกR&D
4,การผลิต/QA-QC,เจ้าหน้าที่วิจัยและพัฒนาผลิตภัณฑ์
4,การผลิต/QA-QC,Product Specialist
4,การผลิต/QA-QC,R&D สายการผลิต
4,การผลิต/QA-QC,ช่างเขียนแบบ
4,การผลิต/QA-QC,ช่างพิมพ์
4,การผลิต/QA-QC,เจ้าหน้าที่ฝ่ายผลิด (ช่างพิมพ์)
4,การผลิต/QA-QC,เจ้าหน้าที่วางแผนการผลิต(Production planning officer)
4,การผลิต/QA-QC,supervisor ฝ่ายผลิต
4,การผลิต/QA-QC,หัวหน้าแผนกในกระบวนการผลิต
4,การผลิต/QA-QC,วางแผนและควบคุมการผลิต (Production Planning and Control)
4,การผลิต/QA-QC,ธุรการผลิต
4,การผลิต/QA-QC,ผู้จัดการฝ่ายผลิต
4,การผลิต/QA-QC,Planning Manager
4,การผลิต/QA-QC,หัวหน้าแผนกผลิต-สี
4,การผลิต/QA-QC,Senior Production
4,การผลิต/QA-QC,หัวหน้าแผนกผลิต-สี
5,การศึกษา/วิชาการ,ผู้ช่วยผู้อำนวยการ
5,การศึกษา/วิชาการ,ผู้อำนวยการหลักสูตร
5,การศึกษา/วิชาการ,เจ้าหน้าที่โสตทัศนูปกรณ์
5,การศึกษา/วิชาการ,เจ้าหน้าที่เทคโนโลยีการศึกษา
5,การศึกษา/วิชาการ,เจ้าหน้าที่วัดผลและประเมินผลทางการศึกษา
5,การศึกษา/วิชาการ,เจ้าหน้าที่ประกันคุณภาพการศึกษา
5,การศึกษา/วิชาการ,เจ้าหน้าที่ประจำสำนักวิชาการ
5,การศึกษา/วิชาการ,เจ้าหน้าที่ประจำสำนักสหกิจศึกษา
5,การศึกษา/วิชาการ,เจ้าหน้าที่แนะแนวการศึกษาต่อ
5,การศึกษา/วิชาการ,นักวิชาการ
5,การศึกษา/วิชาการ,นักวิชาการปฐมวัย
5,การศึกษา/วิชาการ,นักวิชาการศึกษา
5,การศึกษา/วิชาการ,นักวิชาการภาษาไทย
5,การศึกษา/วิชาการ,นักวิชาการคณิตศาสตร์
5,การศึกษา/วิชาการ,Curriculum Consultant
5,การศึกษา/วิชาการ,ที่ปรึกษาด้านการพัฒนาหลักสูตร
5,การศึกษา/วิชาการ,ครูสอนร้องเพลง
5,การศึกษา/วิชาการ,ครูสอนดนตรี
5,การศึกษา/วิชาการ,ครูสอนขับร้อง
5,การศึกษา/วิชาการ,ครูกลุ่มสาระวิชา
5,การศึกษา/วิชาการ,ครูประจำศูนย์
5,การศึกษา/วิชาการ,ครูภาษาอังกฤษ
5,การศึกษา/วิชาการ,ครูวิทยาศาสตร์
5,การศึกษา/วิชาการ,ครูสังคมศึกษา
5,การศึกษา/วิชาการ,ครูสอนศิลปะ
5,การศึกษา/วิชาการ,ครูคอมพิวเตอร์
5,การศึกษา/วิชาการ,Chinese Teacher
5,การศึกษา/วิชาการ,ครูสอนภาษาจีน
5,การศึกษา/วิชาการ,ครูคณิตศาสตร์
5,การศึกษา/วิชาการ,Math Teacher English
5,การศึกษา/วิชาการ,ครูคณิตศาสตร์ภาษาอังกฤษ
5,การศึกษา/วิชาการ,Math Teacher-Chinese Program
5,การศึกษา/วิชาการ,ครูภาษาไทย
5,การศึกษา/วิชาการ,Thai Teacher
5,การศึกษา/วิชาการ,ครูสอนกีต้าร์ อูคูเลเล่
5,การศึกษา/วิชาการ,ครูสอนบัลเล่ต์
5,การศึกษา/วิชาการ,ครูสอนเด็กเล็ก
5,การศึกษา/วิชาการ,ครูสอนว่ายน้ำ
5,การศึกษา/วิชาการ,ครูปฐมวัย
5,การศึกษา/วิชาการ,ครูอนุบาล
5,การศึกษา/วิชาการ,Assistant teacher
5,การศึกษา/วิชาการ,Teacher Assistant
5,การศึกษา/วิชาการ,ครูผู้ช่วย
5,การศึกษา/วิชาการ,ครูพี่เลี้ยง
5,การศึกษา/วิชาการ,ครูผู้ดูแลเด็กเล็ก
5,การศึกษา/วิชาการ,ครูสอนกลอง
5,การศึกษา/วิชาการ,ครูสอนเปียโน
5,การศึกษา/วิชาการ,ครูสอนไวโอลิน
5,การศึกษา/วิชาการ,ครูสอนเต้น
5,การศึกษา/วิชาการ,ครูสอนเทควันโด้
5,การศึกษา/วิชาการ,English Teachers
5,การศึกษา/วิชาการ,ครูผู้นำกิจกรรม
5,การศึกษา/วิชาการ,บรรณารักษ์
5,การศึกษา/วิชาการ,Librarian
5,การศึกษา/วิชาการ,ติวเตอร์วิชา
5,การศึกษา/วิชาการ,ติวเตอร์สอน
5,การศึกษา/วิชาการ,ติวเตอร์ประจำโรงเรียน
5,การศึกษา/วิชาการ,ครูสอนพิเศษ
5,การศึกษา/วิชาการ,อาจารย์ประจำมหาวิทยาลัย
5,การศึกษา/วิชาการ,อาจารย์ประจำคณะ
5,การศึกษา/วิชาการ,อาจารย์ประจำสาขาวิชา
5,การศึกษา/วิชาการ,อาจารย์สาขาวิชา
5,การศึกษา/วิชาการ,อาจารย์สาธิต
5,การศึกษา/วิชาการ,อาจารย์ระดับบัณฑิตศึกษา
5,การศึกษา/วิชาการ,อาจารย์ประจำหลักสูตร
5,การศึกษา/วิชาการ,อาจารย์ปฏิบัติการ
5,การศึกษา/วิชาการ,อาจารย์ใหญ่
5,การศึกษา/วิชาการ,อาจารย์ด้านการพยาบาล
5,การศึกษา/วิชาการ,อาจารย์การท่องเที่ยว
5,การศึกษา/วิชาการ,อาจารย์ธุรกิจการบิน
5,การศึกษา/วิชาการ,อาจารย์ใหญ่
5,การศึกษา/วิชาการ,คณบดี
5,การศึกษา/วิชาการ,รองคณบดีคณะ
5,การศึกษา/วิชาการ,ผู้อำนวยการหลักสูตร
5,การศึกษา/วิชาการ,ฝ่ายวิชาการ (สื่อสารภาษาอังกฤษได้)
6,ขนส่ง/คลังสินค้า,เจ้าหน้าที่ shipping
6,ขนส่ง/คลังสินค้า,CS Shipping
6,ขนส่ง/คลังสินค้า,Cs Shipping Export
6,ขนส่ง/คลังสินค้า,เจ้าหน้าที่คีย์ใบขนสินค้าขาเข้า-ขาออก
6,ขนส่ง/คลังสินค้า,CS EXPORT-IMPORT
6,ขนส่ง/คลังสินค้า,เจ้าาหน้าที่นำเข้า-ส่งออก
6,ขนส่ง/คลังสินค้า,Shipping
6,ขนส่ง/คลังสินค้า,เจ้าหน้าที่ออกของ (ชิปปิ้ง)
6,ขนส่ง/คลังสินค้า,เจ้าหน้าที่ส่งออกสินค้า
6,ขนส่ง/คลังสินค้า,Shipping Office
6,ขนส่ง/คลังสินค้า,Supply Chain Executive
6,ขนส่ง/คลังสินค้า,Logistics Analyst Executive
6,ขนส่ง/คลังสินค้า,Logistics & Planning officer
6,ขนส่ง/คลังสินค้า,Supply Chain Analyst
6,ขนส่ง/คลังสินค้า,พนักงานคลังสินค้า
6,ขนส่ง/คลังสินค้า,เจ้าหน้าที่ประสานงานระหว่างประเทศ
6,ขนส่ง/คลังสินค้า,เจ้าหน้าที่วางแผนการขนส่ง
6,ขนส่ง/คลังสินค้า,เจ้าหน้าที่ปฏิบัติการโลจิสติกส์
6,ขนส่ง/คลังสินค้า,Senior Supply Chain Executive
6,ขนส่ง/คลังสินค้า,Logistics Analyst Executive
6,ขนส่ง/คลังสินค้า,นักบิน
6,ขนส่ง/คลังสินค้า,Pilot
6,ขนส่ง/คลังสินค้า,นักบินเชิงพาณิชย์
6,ขนส่ง/คลังสินค้า,Commercial Pilot
6,ขนส่ง/คลังสินค้า,นักบินขับเครื่องบินส่วนตัว
6,ขนส่ง/คลังสินค้า,Private Pilot
6,ขนส่ง/คลังสินค้า,นักบินเครื่องบินขนาดใหญ่
6,ขนส่ง/คลังสินค้า,Airline Pilot
6,ขนส่ง/คลังสินค้า,ผู้ช่วยนักบิน
6,ขนส่ง/คลังสินค้า,Co-Pilot
6,ขนส่ง/คลังสินค้า,เจ้าหน้าที่ควบคุมการบิน
6,ขนส่ง/คลังสินค้า,Air Traffic Controller
6,ขนส่ง/คลังสินค้า,วิศวกรการบิน
6,ขนส่ง/คลังสินค้า,Aerospace Engineer
6,ขนส่ง/คลังสินค้า,ผู้บังคับการเที่ยวบิน
6,ขนส่ง/คลังสินค้า,Flight Captain
6,ขนส่ง/คลังสินค้า,พนักงานต้อนรับบนเครื่องบิน
6,ขนส่ง/คลังสินค้า,Flight Attendant
6,ขนส่ง/คลังสินค้า,เจ้าหน้าที่ตรวจสอบอากาศยาน
6,ขนส่ง/คลังสินค้า,Aircraft Inspector
6,ขนส่ง/คลังสินค้า,ผู้จัดการการบิน
6,ขนส่ง/คลังสินค้า,Aviation Manager
6,ขนส่ง/คลังสินค้า,นักการบินไร้คนขับ
6,ขนส่ง/คลังสินค้า,Unmanned Aerial Vehicle Pilot (UAV)
6,ขนส่ง/คลังสินค้า,ผู้ฝึกสอนการบิน
6,ขนส่ง/คลังสินค้า,Flight Instructor
6,ขนส่ง/คลังสินค้า,เจ้าหน้าที่ดูแลความปลอดภัย
6,ขนส่ง/คลังสินค้า,Safety Officer (Aviation)
6,ขนส่ง/คลังสินค้า,หัวหน้าคลังสินค้า
6,ขนส่ง/คลังสินค้า,เจ้าหน้าที่คลังสินค้า
6,ขนส่ง/คลังสินค้า,พนักงานคลังสินค้า
6,ขนส่ง/คลังสินค้า,เจ้าหน้าที่ธุรการคลังสินค้า
6,ขนส่ง/คลังสินค้า,ขนส่ง/คลังสินค้า
6,ขนส่ง/คลังสินค้า,Warehouse Supervisor
6,ขนส่ง/คลังสินค้า,เจ้าหน้าที่ตรวจสอบสินค้า Checker
6,ขนส่ง/คลังสินค้า,เจ้าหน้าที่ขนส่งและคลังสินค้า
6,ขนส่ง/คลังสินค้า,Warehouse Officer
6,ขนส่ง/คลังสินค้า,ธุรการคลังสินค้า
6,ขนส่ง/คลังสินค้า,พนักงานขับรถส่งสินค้า
6,ขนส่ง/คลังสินค้า,พนักงานขับรถส่งของ
6,ขนส่ง/คลังสินค้า,พนักงานติดรถจัดส่งสินค้า (เด็กติดรถ)
6,ขนส่ง/คลังสินค้า,เจ้าหน้าที่ขนส่งสินค้า
6,ขนส่ง/คลังสินค้า,พนักงานคลังสินค้า
6,ขนส่ง/คลังสินค้า,เจ้าหน้าที่ขนส่ง
6,ขนส่ง/คลังสินค้า,พนักงานส่งเอกสาร
6,ขนส่ง/คลังสินค้า,เจ้าหน้าที่จัดส่ง
6,ขนส่ง/คลังสินค้า,พนักงานติดรถส่งของ
6,ขนส่ง/คลังสินค้า,ผู้ช่วยหัวหน้าขนส่ง
6,ขนส่ง/คลังสินค้า,พนักงานคลังสินค้า
6,ขนส่ง/คลังสินค้า,เจ้าหน้าที่คลังสินค้า
6,ขนส่ง/คลังสินค้า,เจ้าหน้าที่สต็อก/สโตร์
6,ขนส่ง/คลังสินค้า,คลังสินค้า แพ็คสินค้า
6,ขนส่ง/คลังสินค้า,หัวหน้าแผนกคลังสินค้า
6,ขนส่ง/คลังสินค้า,พนักงานคลังเอกสาร
6,ขนส่ง/คลังสินค้า,ผู้จัดการคลังสินค้า
6,ขนส่ง/คลังสินค้า,เจ้าหน้าที่หน้าสโตร์
6,ขนส่ง/คลังสินค้า,เจ้าหน้าที่เช็คเกอร์
6,ขนส่ง/คลังสินค้า,Warehouse Admin
6,ขนส่ง/คลังสินค้า,ผู้จัดการคลังสินค้า
6,ขนส่ง/คลังสินค้า,หัวหน้าคลังสินค้า
6,ขนส่ง/คลังสินค้า,Warehouse Supervisor
6,ขนส่ง/คลังสินค้า,Warehouse Manager
6,ขนส่ง/คลังสินค้า,ผู้ช่วยผู้จัดการคลังสินค้า
6,ขนส่ง/คลังสินค้า,ผู้จัดการฝ่ายคลังสินค้า
6,ขนส่ง/คลังสินค้า,ผู้จัดการแผนกขนส่ง
6,ขนส่ง/คลังสินค้า,หัวหน้าแผนกคลังสินค้า
6,ขนส่ง/คลังสินค้า,Warehouse Operation Manager
6,ขนส่ง/คลังสินค้า,ผู้จัดการแผนกคลังสินค้าและขนส่ง
6,ขนส่ง/คลังสินค้า,ผู้จัดการแผนกขนส่ง
7,ขาย,พนักงานขาย
7,ขาย,Sales Executive
7,ขาย,Sales
7,ขาย,Sales junior
7,ขาย,พนักงานขายสินค้า
7,ขาย,พนักงานขายต่างจังหวัด
7,ขาย,Sales Representative
7,ขาย,Project Sales Executive
7,ขาย,เจ้าหน้าที่ฝ่ายขายสินค้าไอที
7,ขาย,Sales IT
7,ขาย,พนักงานประจำสาขา
7,ขาย,พนักงานการตลาดการขาย
7,ขาย,เซลล์
7,ขาย,Presales
7,ขาย,Sales Staff
7,ขาย,พนักงานส่งเสริมการขาย
7,ขาย,พนักงานขายประจำภาค
7,ขาย,Sales Online
7,ขาย,ที่ปรึกษาการขาย
7,ขาย,ที่ปรึกษาการขาย
7,ขาย,Sales Support
7,ขาย,เจ้าหน้าที่งานขาย
7,ขาย,Sale & Admin
7,ขาย,เจ้าหน้าที่ฝ่ายขาย
7,ขาย,Export Sales
7,ขาย,เจ้าหน้าที่ขายออนไลน์
7,ขาย,ฝ่ายขาย
7,ขาย,เจ้าหน้าที่ขายทางโทรศัพท์
7,ขาย,เทเลเซลล์
7,ขาย,Telesale
7,ขาย,Telesales
7,ขาย,Telesale Officer
7,ขาย,ที่ปรึกษาทางประกันภัยและการเงิน
7,ขาย,Senior Telesales
7,ขาย,Outbound Telesales
7,ขาย,Telesales & Admin
7,ขาย,พนักงานขายประจำออฟฟิศ(Telesales)
7,ขาย,Telesale English Skill
7,ขาย,Admin and Telesales
7,ขาย,Telesales Crosssell
7,ขาย,Telesale Insurance
7,ขาย,Telesales Agent
7,ขาย,พนักงานขาย
7,ขาย,Sales Executive
7,ขาย,Sales
7,ขาย,Sales junior
7,ขาย,พนักงานขายสินค้า
7,ขาย,พนักงานขายต่างจังหวัด
7,ขาย,Sales Representative
7,ขาย,Project Sales Executive
7,ขาย,เจ้าหน้าที่ฝ่ายขายสินค้าไอที
7,ขาย,Sales IT
7,ขาย,พนักงานประจำสาขา
7,ขาย,พนักงานการตลาดการขาย
7,ขาย,เซลล์
7,ขาย,Presales
7,ขาย,Sales Staff
7,ขาย,พนักงานส่งเสริมการขาย
7,ขาย,พนักงานขายประจำภาค
7,ขาย,Sales Online
7,ขาย,ที่ปรึกษาการขาย
7,ขาย,ที่ปรึกษาการขาย
7,ขาย,Sales Support
7,ขาย,เจ้าหน้าที่งานขาย
7,ขาย,Sale & Admin
7,ขาย,เจ้าหน้าที่ฝ่ายขาย
7,ขาย,Export Sales
7,ขาย,เจ้าหน้าที่ขายออนไลน์
7,ขาย,ฝ่ายขาย
7,ขาย,พนักงานขาย
7,ขาย,Sales Executive
7,ขาย,Sales
7,ขาย,Sales junior
7,ขาย,พนักงานขายสินค้า
7,ขาย,พนักงานขายต่างจังหวัด
7,ขาย,Sales Representative
7,ขาย,Project Sales Executive
7,ขาย,เจ้าหน้าที่ฝ่ายขายสินค้าไอที
7,ขาย,Sales IT
7,ขาย,พนักงานประจำสาขา
7,ขาย,พนักงานการตลาดการขาย
7,ขาย,เซลล์
7,ขาย,Presales
7,ขาย,Sales Staff
7,ขาย,พนักงานส่งเสริมการขาย
7,ขาย,พนักงานขายประจำภาค
7,ขาย,Sales Online
7,ขาย,ที่ปรึกษาการขาย
7,ขาย,ที่ปรึกษาการขาย
7,ขาย,Sales Support
7,ขาย,เจ้าหน้าที่งานขาย
7,ขาย,Sale & Admin
7,ขาย,เจ้าหน้าที่ฝ่ายขาย
7,ขาย,Export Sales
7,ขาย,เจ้าหน้าที่ขายออนไลน์
7,ขาย,ฝ่ายขาย
7,ขาย,พนักงานขาย
7,ขาย,Sales Representative
7,ขาย,เจ้าหน้าที่ต้อนรับ
7,ขาย,เจ้าหน้าที่ขายประจำเคาเตอร์
7,ขาย,เจ้าหน้าที่ต้อนรับสาขา
7,ขาย,Services Advisor ประจำศูนย์บริการ
7,ขาย,Sales Representative (Education) ประจำสาขา
7,ขาย,ผู้จัดการฝ่ายบริหารการขาย
7,ขาย,Sales Management Manager
7,ขาย,ผู้ช่วยผู้จัดการฝ่ายบริหารการขาย
