occupation_id,สาขาอาชีพหลัก,ชื่อตำแหน่งงาน
27,E-commerce,เจ้าหน้าที่การตลาดออนไลน์ (E-commerce)
27,E-commerce,เจ้าหน้าที่Website/E-commerce/Graphic
27,E-commerce,E-Commerce Marketing
27,E-commerce,E-Commerce Marketing
27,E-commerce,พนักงานดูแลเว็บไซต์ E-Commerce IT PLAZA
27,E-commerce,E-Commerce Executive Staff
27,E-commerce,E-commerce Online**English or Chinese only**เริ่มงานได้ทันทีจะพิจารณาเป็นพิเศษ**
27,E-commerce,E-commerce Marketing Executive
27,E-commerce,E-commerce Marketing Executive
27,E-commerce,E-Commerce Marketing Officer BO-SUPQT-CEDDF
27,E-commerce,Internet Marketing
27,E-commerce,Shop Marketing Online (Sukhumvit 47)
27,E-commerce,E-commerce Growth Hacker
27,E-commerce,Virtual Store Wizard
27,E-commerce,Hotel E-commerce Marketing
27,E-commerce,E-Commerce
27,E-commerce,Inventory (e-commerce คลังบางนาตราด กม.19)
27,E-commerce,Inventory Officer
27,E-commerce,Webshop Trendsetter
27,E-commerce,IT staff (e-commerce )  Job ID:11142
27,E-commerce,Admin Online
27,E-commerce,E-Commerce Admin
27,E-commerce,E-Commerce Marketing Manager
27,E-commerce,E-Commerce Marketing Manager
27,E-commerce,E-Commerce Manager (SEO Specialist)
27,E-commerce,E-commerce Reclamation Manager
27,E-commerce,E-commerce Reclamation Manager
27,E-commerce,พนักงานขาย(ออนไลน์)
27,E-commerce,Online marketing
27,E-commerce,E-commerce Engagement Guru
27,E-commerce,เจ้าหน้าที่บริการลูกค้า / เจ้าหน้าที่ธุรการ สำหรับเว็บไซท์อีคอมเมิร์ซ
27,E-commerce,Customer Service for Online E-commerce Site
27,E-commerce,ผู้จัดการการเคลมสินค้าของเว็บไซท์ประมูลออนไลน์
27,E-commerce,E-commerce Reclamation Manager
27,E-commerce,Website/E-Commerce Specialist
27,E-commerce,Sales Supervisor E-Commerce/Product Trainer
27,E-commerce,Sales Supervisor E-Commerce / Product Trainer
27,E-commerce,Senior Admin Online ด่วน
27,E-commerce,Sales&Marketing; E-commerce ด่วน !!
27,E-commerce,E-commerce Marketing Executive
27,E-commerce,พนักงานขาย Online
27,E-commerce,E-Commerce Analyst
27,E-commerce,E-commerce Management Manager
27,E-commerce,เจ้าหน้าที่พาณิชย์อิเลคโทรนิคส์ (E-Commerce Officer)
27,E-commerce,การตลาดออนไลน์ (E-Commerce)
27,E-commerce,E-commerce Marketing Executive
27,E-commerce,เจ้าหน้าที่การตลาดออนไลน์-E-commerce
27,E-commerce,web marketing
27,E-commerce,E-Commerce Department Manager
27,E-commerce,ผู้จัดการร้านค้าออนไลน์ สินค้า ไอที (Online IT Shop Manager)
27,E-commerce,E-Commerce Executive
27,E-commerce,เจ้าหน้าที่ E-commerce
27,E-commerce,หัวหน้าหน่วย / เจ้าหน้าที่การตลาด E-Commerce (ด่วนมาก)
27,E-commerce,Web & Social Media Admin (E-Commerce)
27,E-commerce,E-Commerce Travel Application – Support BO-RRPQR-CHLLK
27,E-commerce,E-Commerce Travel Application – Support BO-RRPQR-CHLLK
27,E-commerce,"Admin Sale , แอดมินขาย , ประสานงานขายออนไลน์ , การตลาด E-Commerce"
27,E-commerce,E-Commerce & Marketing Manager
27,E-commerce,Sales E-Commerce (ประจำ บริษัท ฟอร์ท สมาร์ท เซอร์วิส จำกัด (มหาชน))
27,E-commerce,E-Commerce Admin
27,E-commerce,E-Commerce Manager
27,E-commerce,E-Commerce staff (เจ้าหน้าที่อีคอมเมิร์ซ)
27,E-commerce,Business online (e-commerce marketing executive)
27,E-commerce,E-Commerce Officer  ประจำโรงแรมพัทยา
27,E-commerce,Asst.E-Commerce Mgr.ประจำโรงแรมพัทยา
27,E-commerce,E-Commerce Mgr.ประจำโรงแรมพัทยา
27,E-commerce,E-Commerce Senior Officer PT15100813
27,E-commerce,E-Commerce Senior Officer PT15100813
27,E-commerce,E-Commerce Executive
27,E-commerce,Digital Business Development Officer
27,E-commerce,Digital Marketing Officer
27,E-commerce,Online Marketing - Ugent -
27,E-commerce,พนักงานถ่ายภาพ E-commerce ( ประจำสำนักงานใหญ่ จ.อุบลราชธานี )
27,E-commerce,E-Commerce Merchandise Manager (ประจำบางกะปิ)  **ด่วนมาก**
27,E-commerce,Head of Content  Editor (E-Commerce)
27,E-commerce,IT Manager(E-Commerce Platform)
27,E-commerce,Merchandising (E-Commerce)
27,E-commerce,E-Commerce & Social Media Administrator
27,E-commerce,E-Commerce & Social Media Administrator
27,E-commerce,Walk-in interview สมัครพร้อมสัมภาษณ์ IT & E-Commerce Day ณ Big C หัวหมาก
27,E-commerce,E-Commerce System Analyst
27,E-commerce,E-Commerce Graphic Designer
27,E-commerce,E-Commerce Officer (ทำเรื่องยิง ad และวิเคราะห์ผลลัพธ์ได้)
27,E-commerce,E-Commerce Manager (Hospitality) - ปฏิบัติงานที่ห้วยขวาง ด่วนมาก !!
27,E-commerce,E-commerce marketing executive
27,E-commerce,Digital Shelf Strategist
27,E-commerce,พนักงาน ดูแล Platform lazada/Shopee/tiktok
27,E-commerce,E-Commerce Specialist
27,E-commerce,E-Commerce Specialist
27,E-commerce,E-Commerce & Marketing Manager (Nonthaburi) [Job ID:37654]
27,E-commerce,Admin ดูแลช่องทางการขายออนไลน์
27,E-commerce,ด่วนครับ ตำแหน่งงาน :เจ้าหน้าที่ E-Commerce Specialist ประจำพื้นที่ พระพราม 2  ติดต่อคุณตั้ม 092-2541247
27,E-commerce,เจ้าหน้าที่ e - commerce
27,E-commerce,E-commerce Supervisor
27,E-commerce,E-commerce Manager
27,E-commerce,IT E-Commerce Marketing DM
27,E-commerce,Web Graphic Designer / E-commerce - Thonglor branch
27,E-commerce,Assistance Online Marketing Manager
27,E-commerce,Online Supervisor (Work from Home)
27,E-commerce,Online Marketing Officer
27,E-commerce,E-commerce Executive
27,E-commerce,E-Commerce Administrator (The Offices @Central World) ด่วน!
27,E-commerce,Online Marketing
27,E-commerce,Admin Marketplace
27,E-commerce,E-Commerce Administrator (Processing orders)
27,E-commerce,E-Commerce Administrator (Processing orders)
27,E-commerce,Checker In - Out (e-commerce บางนาตราด กม.19)
27,E-commerce,SSC&EDP; Superviser (e-commerce บางนาตราด กม.19)
27,E-commerce,Stock system control officer (e-commerce บางนาตราด กม.19)
27,E-commerce,Marketing Executive // Male or Female age 25-35 years old // Experience in E-commerce and digital Marketing // For more information please contact Khun Mookrawee 061-4184707
27,E-commerce,นักศึกษาฝึกงาน( E-Commerce Coordinator )
27,E-commerce,Digital Marketing & E-commerce
27,E-commerce,พนักงานขายเครื่องปรับอากาศ ออนไลน์
27,E-commerce,E-Commerce Manager
27,E-commerce,Senior Webmaster / Webmaster (เริ่มงานทันที)
27,E-commerce,marketing online
27,E-commerce,เจ้าหน้าที่ E-Commerce Marketing
27,E-commerce,เจ้าหน้าที่การตลาดออนไลน์
27,E-commerce,แอดมิน Social Network
27,E-commerce,เจ้าหน้าที่ประสานงานการตลาด [E-Commerce Business] (Contact K.Sirorat 065-056-2509 )
27,E-commerce,Marketing Coordinator [E-Commerce Business]
27,E-commerce,Cyber Sales Alchemist
27,E-commerce,Head Customer Service
27,E-commerce,e-commerce Online marketer
27,E-commerce,E-Commerce Sales Manager
45,Part-time/พนักงานสัญญาจ้าง,นักศึกษาฝึกงานฝ่ายออกแบบและสร้างสรรค์
45,Part-time/พนักงานสัญญาจ้าง,นักศึกษาฝึกงาน
45,Part-time/พนักงานสัญญาจ้าง,นักศึกษาฝึกงาน
45,Part-time/พนักงานสัญญาจ้าง,พนักงานคีย์ข้อมูล /จัดเรียงเอกสาร(วันละ 250 -3 00 บาท)
45,Part-time/พนักงานสัญญาจ้าง,นักศึกษาฝึกงานด้านไอที
45,Part-time/พนักงานสัญญาจ้าง,พนักงานรายวัน - วันละ 400 บาท
45,Part-time/พนักงานสัญญาจ้าง,พนักงานจัดเก็บเอกสาร (สัญญาจ้าง 6 เดือน)
45,Part-time/พนักงานสัญญาจ้าง,พนักงานจัดเก็บเอกสาร Part Time (ด่วนมาก)
45,Part-time/พนักงานสัญญาจ้าง,Admin
45,Part-time/พนักงานสัญญาจ้าง,ธุรการจัดเก็บเอกสาร Part Time ด่วนมาก!!
45,Part-time/พนักงานสัญญาจ้าง,Admin
45,Part-time/พนักงานสัญญาจ้าง,ธุรการบัญชี (รายวัน)  ด่วน!!
45,Part-time/พนักงานสัญญาจ้าง,Admin
45,Part-time/พนักงานสัญญาจ้าง,นักศึกษาฝึกงานระยะเวลา 3 เดือน (ด่วน!!)
45,Part-time/พนักงานสัญญาจ้าง,Trainee
45,Part-time/พนักงานสัญญาจ้าง,admin (ชั่วคราว)
45,Part-time/พนักงานสัญญาจ้าง,นักศึกษาฝึกงาน
45,Part-time/พนักงานสัญญาจ้าง,นักศึกษาฝึกงาน
45,Part-time/พนักงานสัญญาจ้าง,นักศึกษาฝึกงาน
45,Part-time/พนักงานสัญญาจ้าง,Trainee
45,Part-time/พนักงานสัญญาจ้าง,"พนักงานต้อนรับ,ฝ่ายขาย"
45,Part-time/พนักงานสัญญาจ้าง,Marketing Resercher ( Temporary )
45,Part-time/พนักงานสัญญาจ้าง,เจ้าหน้าที่ติดสติ๊กเกอร์ วันที่ 14 - 15 มีนาคม  ด่วนมาก !!!
45,Part-time/พนักงานสัญญาจ้าง,เจ้าหน้าที่รับลงทะเบียนหน้างาน Registration Staff (หลายอัตรา)
45,Part-time/พนักงานสัญญาจ้าง,พนักงานประจำร้าน
45,Part-time/พนักงานสัญญาจ้าง,Data Entry ด่วนมาก!
45,Part-time/พนักงานสัญญาจ้าง,เจ้าหน้าที่ทำแบบสอบถาม
45,Part-time/พนักงานสัญญาจ้าง,Data Entry (คีย์ข้อมูล)
45,Part-time/พนักงานสัญญาจ้าง,นักศึกษาฝึกงานฝ่ายบุคคล
45,Part-time/พนักงานสัญญาจ้าง,Site Support Staffs (Part Time) 30คน ด่วน!!!!!
45,Part-time/พนักงานสัญญาจ้าง,พนักงานตรวจนับคนเข้าศูนย์ฯ(Part Time)  จ.อุดรธานี ด่วน
45,Part-time/พนักงานสัญญาจ้าง,เจ้าหน้าที่นับคนเข้าศูนการค้า ( Location ปิ่นเกล้า)
45,Part-time/พนักงานสัญญาจ้าง,เจ้าหน้าที่นับคนเข้าห้าง
45,Part-time/พนักงานสัญญาจ้าง,พนักงานธุรการ (Promotion Staff) จ.ขอนแก่น -LP
45,Part-time/พนักงานสัญญาจ้าง,เจ้าหน้าที่ตรวจนับคนเข้าศูนย์ฯ จ.ขอนแก่น ด่วน
45,Part-time/พนักงานสัญญาจ้าง,พนักงานนับคนเข้าศูนย์ฯ จ.เชียงใหม่ ด่วน
45,Part-time/พนักงานสัญญาจ้าง,Sale Admin ราษฎร์บูรณะ
45,Part-time/พนักงานสัญญาจ้าง,Interviewer (Part-time) - (704)
45,Part-time/พนักงานสัญญาจ้าง,"พนักงานแจกใบปลิว ทำ ศุกร์,เสาร์ นี้ (โซนอ่อนนุช รังสิต ดาวคะนอง) SKA 2"
45,Part-time/พนักงานสัญญาจ้าง,พนักงาน Part-Time *706
45,Part-time/พนักงานสัญญาจ้าง,พนักงานแจกใบปลิว  (เซ็ลทรัลบางนา) ด่วนมากวันละ 500 บาท
45,Part-time/พนักงานสัญญาจ้าง,พนักงานจัดกระเช้าของขวัญ (ทำงาน 17 ตุลาคม - 30 ธันวาคม 54) -SKA2
45,Part-time/พนักงานสัญญาจ้าง,พนักงานจัดกระเช้าของขวัญ (ทำงาน 17 ตุลาคม - 30 ธันวาคม 54) -SKA2
45,Part-time/พนักงานสัญญาจ้าง,พนักงานจัดเรียงเอกสาร เงินเดือน 8000 บาท (706)
45,Part-time/พนักงานสัญญาจ้าง,Marketing Trainee (~103)
45,Part-time/พนักงานสัญญาจ้าง,ผู้ช่วย Lap (302) Part time วันละ 500 บ.
45,Part-time/พนักงานสัญญาจ้าง,ผู้ช่วย Lap (302) Part time วันละ 500 บ.
45,Part-time/พนักงานสัญญาจ้าง,ผู้ช่วย Lap (302) Part time วันละ 500 บ.
45,Part-time/พนักงานสัญญาจ้าง,พนักงานแจกใบปลิว(โซนรามคำแหง) SKA-2
45,Part-time/พนักงานสัญญาจ้าง,Part-time Promoter (Urgent!!)
45,Part-time/พนักงานสัญญาจ้าง,Part-time Promoter
45,Part-time/พนักงานสัญญาจ้าง,พนักงานช่วยงานสรรหา ( แจกใบปลิว) 300 บาท/วัน+อื่นๆ
45,Part-time/พนักงานสัญญาจ้าง,เจ้าหน้าที่ประชาสัมพันธ์ทางโทรศัพท์ และคีย์ข้อมูล ( รายได้ 600/วัน) อิมแพ็คเมืองทองธานี
45,Part-time/พนักงานสัญญาจ้าง,เจ้าหน้าที่ประชาสัมพันธ์ทางโทรศัพท์ (302)
45,Part-time/พนักงานสัญญาจ้าง,Part Time(302)
45,Part-time/พนักงานสัญญาจ้าง,ผู้ช่วยกุ๊กในโรงพยาบาลย่านสุขุมวิท (302) วันละ 800 บาท
45,Part-time/พนักงานสัญญาจ้าง,Cook Helper
45,Part-time/พนักงานสัญญาจ้าง,พนักงาน Part time (ESB-KA)
45,Part-time/พนักงานสัญญาจ้าง,พนักงานจัดเรียงสินค้า Part-Time ประจำห้างบิ๊กซี (ด่วนมาก) SKA2
45,Part-time/พนักงานสัญญาจ้าง,รับด่วน พนักงาน Support Staff ทำงานอิมแพค เมืองทองธานี วันที่ 16-20 ตุลาคม. 2556
45,Part-time/พนักงานสัญญาจ้าง,นักศึกษาฝึกงาน
45,Part-time/พนักงานสัญญาจ้าง,Student Trainee
45,Part-time/พนักงานสัญญาจ้าง,นักศึกษาฝึกงาน บัญชี
45,Part-time/พนักงานสัญญาจ้าง,เจ้าหน้าที่ฝึกหัด
45,Part-time/พนักงานสัญญาจ้าง,เจ้าหน้าที่ฝึกหัด
45,Part-time/พนักงานสัญญาจ้าง,นักศึกษาฝึกงานTour Operation **ด่วน**
45,Part-time/พนักงานสัญญาจ้าง,พนักงานชั่วคราว
45,Part-time/พนักงานสัญญาจ้าง,Part-time
45,Part-time/พนักงานสัญญาจ้าง,พนักงานพาร์ไทม์
45,Part-time/พนักงานสัญญาจ้าง,นักศึกษาฝึกงาน-การตลาด
45,Part-time/พนักงานสัญญาจ้าง,ส่งเสริมการตลาดสาขาอยุธยา (part time)
45,Part-time/พนักงานสัญญาจ้าง,พนักงานส่งเสริมการตลาดสาขานครปฐม (part time)
45,Part-time/พนักงานสัญญาจ้าง,พนักงานชั่วคราว งาน Money Expo เมืองทอง  9 - 12 พ.ค.  ติดต่อด่วนที่ 083-0799553 หรือ ID Line 8188823
45,Part-time/พนักงานสัญญาจ้าง,พนักงานรายวัน ติดตามเอกสารลูกค้า ด่วนมากกก ทำงานที่ตึกโมเดิร์นฟอร์ม ศรีนครินทร์  สอบถาม 81888235 Lin
45,Part-time/พนักงานสัญญาจ้าง,นักเรียน-นักศึกษาที่ต้องการมีรายได้เสริมในตำแหน่งเพนักงานคียร์ข้อมูล และพนักงานคลังเอกสาร จ-ศ
45,Part-time/พนักงานสัญญาจ้าง,นักศึกษาฝึกงาน
45,Part-time/พนักงานสัญญาจ้าง,พนักงานประจำร้าน 94 coffee
45,Part-time/พนักงานสัญญาจ้าง,นักศึกษาฝึกงาน(สำนักงานแสมดำ)
45,Part-time/พนักงานสัญญาจ้าง,พนักงานชง-ชิม (จัดที่เมืองทองธานี วันที่ 27-30 มีนาคม 2557) ด่วน!!!!
45,Part-time/พนักงานสัญญาจ้าง,พนักงานชง-ชิม (ย่านถนนเอกชัย บางบอน วันที่ 4-6 เมษายน 2557) ด่วน!!!! วันละ 400 บาท
45,Part-time/พนักงานสัญญาจ้าง,พนักงานชง-ชิม (จัดที่แม็คโคร แจ้งวัฒนะ วันที่ 14-17 มีนาคม 2557) ด่วน!!!!
45,Part-time/พนักงานสัญญาจ้าง,เด็กชง-ชิม (บูธเมืองทองธานี วันที่ 29 ตุลาคม - 1 พฤศจิกายน 2558) ด่วน!!!!
45,Part-time/พนักงานสัญญาจ้าง,พนักงาน Part-Time (สาขาเซีย์ รังสิต) 3 ตำแหน่ง ด่วนมาก
45,Part-time/พนักงานสัญญาจ้าง,พนักงาน Part-Time (เซียร์ รังสิต) 1 ตำแหน่ง ด่วนมาก
45,Part-time/พนักงานสัญญาจ้าง,พนักงานขนสินค้า (07.00-16.00) 300 บาท  ด่วน!
45,Part-time/พนักงานสัญญาจ้าง,พนักงาน Part-Time จัดรายการที่ศูนย์ประชุมแห่งชาิติสิริกิตติ์  ด่วนมากๆ (รับเฉพาะเพศชายเท่านั้น)
45,Part-time/พนักงานสัญญาจ้าง,Part-time (รับแลกของแถม)
45,Part-time/พนักงานสัญญาจ้าง,พนักงาน Part Time คีย์ข้อมูลลูกค้า
45,Part-time/พนักงานสัญญาจ้าง,Past time
45,Part-time/พนักงานสัญญาจ้าง,พนักงาน Part-time ประจำร้านอาหารสามเสน สาขาราชพฤกษ์
45,Part-time/พนักงานสัญญาจ้าง,เจ้าหน้าที่บริการลูกค้าชั่วคราว
45,Part-time/พนักงานสัญญาจ้าง,Customer Service
45,Part-time/พนักงานสัญญาจ้าง,นักศึกษาฝึกงาน
45,Part-time/พนักงานสัญญาจ้าง,Trainee
45,Part-time/พนักงานสัญญาจ้าง,ผู้ช่วยพนักงานขายพาร์ทไทม์ ส-อา (ประจำโครงการชวนชืนแกรนด์ ราชพฤกษ์ พระราม5)
45,Part-time/พนักงานสัญญาจ้าง,นักศึกษาฝึกงาน (ธุรการ สำนักงานใหญ่/งานก่อสร้าง ประจำโครงการ)
45,Part-time/พนักงานสัญญาจ้าง,Trainee
45,Part-time/พนักงานสัญญาจ้าง,พนักงาน On Site (Part Time)
45,Part-time/พนักงานสัญญาจ้าง,Volunteers for International Conference/Exhibition (Part Time)
45,Part-time/พนักงานสัญญาจ้าง,พนักงานคีย์ข้อมูล (Key in Database)
45,Part-time/พนักงานสัญญาจ้าง,Temporary Staff (เจ้าหน้าที่ประสานงานการประชุมนานาชาติ) *สัมภาษณ์เป็นภาษาอังกฤษ วันที่ 4-5 มี.ค.59 เท่านั้น*
45,Part-time/พนักงานสัญญาจ้าง,นักศึกษาฝึกงาน
45,Part-time/พนักงานสัญญาจ้าง,พนักงานบริการประจำ อ.ไซเบอร์เวิล์ด รัชดา  ด่วน!!
45,Part-time/พนักงานสัญญาจ้าง,Service
45,Part-time/พนักงานสัญญาจ้าง,พนักงาน PC  (Part-time/ประจำ)  โซนรัชดา  ด่วน
45,Part-time/พนักงานสัญญาจ้าง,"นักศึกษาฝึกงานสาขาภาษาจีน, สาขาการตลาด และสาขาศิลปกรรม นิเทศศิลป์  ฯลฯ"
45,Part-time/พนักงานสัญญาจ้าง,นักศึกษาฝึกงาน
45,Part-time/พนักงานสัญญาจ้าง,พนักงานคีย์ข้อมูลรายวัน (สมัครด้วยตนเอง) ทำงาน จันทร์-ศุกร์ 8.30-17.30
45,Part-time/พนักงานสัญญาจ้าง,พนักงานจัดดอกไม้ (part-time)
45,Part-time/พนักงานสัญญาจ้าง,นักศึกษาฝึกงานแผนกครัว (Cook Trainee) สาขาสิงคโปร์
45,Part-time/พนักงานสัญญาจ้าง,พนักงานเสริ์ฟชั่วคราวงานจิม ทอมป์สัน เซลล์ ไบเทค บางนา 7-9 ธ.ค.55 ค่าจ้าง 350 บ./วัน
45,Part-time/พนักงานสัญญาจ้าง,พนักงานธุรการ-ชั่วคราว (วันละ 350 บาท)
45,Part-time/พนักงานสัญญาจ้าง,พนักงานขาย ขายสินค้างานแสดงอาหาร (วันละ 500 บาท)
45,Part-time/พนักงานสัญญาจ้าง,พนักงานเสริ์ฟพาร์ทไทม์ วันที่ 13-20 ก.พ.56 ค่าจ้าง 400 บ./วัน
45,Part-time/พนักงานสัญญาจ้าง,Management Trainee ร้านอาหารสาขาิสิงคโปร์
45,Part-time/พนักงานสัญญาจ้าง,Student Trainee - F&B (นักศึกษาฝึกงานแผนกอาหารและเครื่องดื่ม)
45,Part-time/พนักงานสัญญาจ้าง,พนักงานเสริ์ฟพาร์ทไทม์ วันที่ 31 ส.ค.56 ค่าจ้าง 400 บ./วัน
45,Part-time/พนักงานสัญญาจ้าง,นักศึกษาฝึกงานกราฟฟิคดีไซน์ (Student Trainee)
45,Part-time/พนักงานสัญญาจ้าง,พนักงานพาร์ทไทม์ ร้านอาหารบ้านจิมฯ ทอมป์สัน วันที่ 22 พ.ค. - 1 มิ.ย. 57 ค่าจ้าง 500 บ./วัน
45,Part-time/พนักงานสัญญาจ้าง,พนักงานพาร์ทไทม์ งานจิมทอมป์สันเซล (ไบเทคบางนา) วันที่ 6-8 ธันวาคม 56 ค่าจ้าง 500 บ./วัน
45,Part-time/พนักงานสัญญาจ้าง,พนักงานพาร์ทไทม์ งานไบเทคเซล วันที่ 9 - 11 ธันวาคม 59 ค่าจ้าง 500 บ./วัน
45,Part-time/พนักงานสัญญาจ้าง,พนักงานพาร์ทไทม์ งานไบเทคเซล วันที่ 9 - 11 ธันวาคม 59 ค่าจ้าง 500 บ./วัน
45,Part-time/พนักงานสัญญาจ้าง,พนักงานแนะนำสินค้า(PC) - Part Time รายได้วันละ 400 บาท
45,Part-time/พนักงานสัญญาจ้าง,พนักงาน Part Time ร้านอาหาร - งาน Jim Thompson Sales ไบเทค 3-5 มิ.ย(วันละ 500.-)
45,Part-time/พนักงานสัญญาจ้าง,พนักงานชั่วคราวช่วยงานครัว (Part Time) วันละ 500 บาทด่วน!!!
45,Part-time/พนักงานสัญญาจ้าง,พนักงาน Part-Time ประชาสัมพันธ์ ในงานบ้านและคอนโดที่ศูนย์ประชุมแห่งชาติสิริกิตต์
45,Part-time/พนักงานสัญญาจ้าง,พนักงานแจกแบบสอบถาม Pasrt-time
45,Part-time/พนักงานสัญญาจ้าง,คีย์ข้อมุล  part time (จ.-ศ. ทำงาน  9.00 - 18.00 )
45,Part-time/พนักงานสัญญาจ้าง,Shop Crew พาร์ทไทม (Part Time) สาขา Crystal Park
45,Part-time/พนักงานสัญญาจ้าง,"พนักงานประจำร้านสาขาภูเก็ต (เซ็นทรัล,จังซีลอน,หาดป่าตอง)***(เงินเดือนยังไม่รวมรายได้อื่นๆ)"
45,Part-time/พนักงานสัญญาจ้าง,พนักงานประจำร้าน(ประจำสาขา PTT บางแค 2)
45,Part-time/พนักงานสัญญาจ้าง,Shop Crew พาร์ทไทม (Part Time) สาขา The mall บางกะปิ
45,Part-time/พนักงานสัญญาจ้าง,Shop Crew พาร์ทไทม (Part Time) สาขา The Promenade
45,Part-time/พนักงานสัญญาจ้าง,Shop Crew พาร์ทไทม (Part Time) สาขา The Promenade (ติดกับ Fashion Island)
45,Part-time/พนักงานสัญญาจ้าง,Shop Crew ประจำ (Full time) สาขา เซ็นทรัล แจ้งวัฒนะ
45,Part-time/พนักงานสัญญาจ้าง,Shop Crew พาร์ทไทม (Part Time) สาขา ฟิวเจอร์พาร์ครังสิต
45,Part-time/พนักงานสัญญาจ้าง,Shop Crew พาร์ทไทม (Part Time) สาขา Royal Garden พัทยาใต้ชั้น 1
45,Part-time/พนักงานสัญญาจ้าง,Shop Crew พาร์ทไทม (Part Time) สาขา Central Chaengwattana
