occupation_id,สาขาอาชีพหลัก,occupation_sub_id,สาขาอาชีพรอง,ชื่อตำแหน่งงาน
1,ก่อสร้าง,7,ประเมินราคา,เจ้าหน้าที่ธุรการประมาณราคา
1,ก่อสร้าง,7,ประเมินราคา,เจ้าหน้าที่ประเมินราคาทรัพย์สิน
1,ก่อสร้าง,7,ประเมินราคา,ผู้จัดการประมาณราคา
1,ก่อสร้าง,7,ประเมินราคา,Cost Engineer
1,ก่อสร้าง,7,ประเมินราคา,เจ้าหน้าที่ประมาณราคางานก่อสร้างและงานตกแต่งภายใน
1,ก่อสร้าง,7,ประเมินราคา,ประมูลงานก่อสร้าง
1,ก่อสร้าง,10,ผู้บริหารโครงการ,ผู้จัดการโครงการ
1,ก่อสร้าง,10,ผู้บริหารโครงการ,Site Architect
1,ก่อสร้าง,10,ผู้บริหารโครงการ,ประสานงานโครงการ
1,ก่อสร้าง,10,ผู้บริหารโครงการ,สถาปนิกควบคุมงาน
1,ก่อสร้าง,10,ผู้บริหารโครงการ,ผู้จัดการงานตกแต่งภายใน
1,ก่อสร้าง,10,ผู้บริหารโครงการ,ผู้จัดการโครงการ/PM
1,ก่อสร้าง,10,ผู้บริหารโครงการ,วิศวกรที่ปรึกษาโครงการ
1,ก่อสร้าง,4,พื้นที่/แลนด์สเคป,ฝ่ายประสานงานลูกค้า
1,ก่อสร้าง,4,พื้นที่/แลนด์สเคป,พนักงานสำรวจหน้างาน
1,ก่อสร้าง,4,พื้นที่/แลนด์สเคป,เจ้าหน้าที่โฟร์เเมนภูมิทัศน์
1,ก่อสร้าง,6,โฟร์แมน,โฟร์แมน
1,ก่อสร้าง,6,โฟร์แมน,โฟร์แมนงานระบบ
1,ก่อสร้าง,6,โฟร์แมน,โฟร์แมนประจำไซต์งาน
1,ก่อสร้าง,6,โฟร์แมน,โฟร์แมนโยธา
1,ก่อสร้าง,6,โฟร์แมน,โฟร์แมนสถาปัตย์
1,ก่อสร้าง,6,โฟร์แมน,ที่ปรึกษาปรับปรุงบ้าน
1,ก่อสร้าง,6,โฟร์แมน,โฟร์แมนงานระบบ (MEP Foreman)
1,ก่อสร้าง,6,โฟร์แมน,โฟร์แมนผู้ควบคุมงานตกแต่งภายใน
1,ก่อสร้าง,6,โฟร์แมน,โฟร์แมนควบคุมงานโครงสร้าง
1,ก่อสร้าง,2,โยธา/โครงสร้าง,เจ้าหน้าที่เขียนแบบ(ก่อสร้าง)
1,ก่อสร้าง,2,โยธา/โครงสร้าง,โฟร์แมนโยธา
1,ก่อสร้าง,2,โยธา/โครงสร้าง,Site Engineer
1,ก่อสร้าง,2,โยธา/โครงสร้าง,โฟร์แมนด้านโครงสร้าง
1,ก่อสร้าง,2,โยธา/โครงสร้าง,ช่างติดตั้งสุขภัณฑ์
1,ก่อสร้าง,2,โยธา/โครงสร้าง,ผู้ควบคุมงานโยธา-สถาปัตย์
1,ก่อสร้าง,2,โยธา/โครงสร้าง,ช่างเทคนิคโยธา
1,ก่อสร้าง,2,โยธา/โครงสร้าง,Office Engineer
1,ก่อสร้าง,2,โยธา/โครงสร้าง,Civil Engineer
3,การตลาด/PR,20,Brand Marketing,Graphic Design
3,การตลาด/PR,20,Brand Marketing,Content Creator
3,การตลาด/PR,20,Brand Marketing,เจ้าหน้าที่การตลาด
3,การตลาด/PR,20,Brand Marketing,เจ้าหน้าที่คอนเทนต์ (Content Marketing)
3,การตลาด/PR,20,Brand Marketing,Digital Marketing
3,การตลาด/PR,20,Brand Marketing,multimedia creative
3,การตลาด/PR,20,Brand Marketing,Creative
3,การตลาด/PR,20,Brand Marketing,Media
3,การตลาด/PR,20,Brand Marketing,SEO Content Manager
3,การตลาด/PR,20,Brand Marketing,ธุรการฝ่ายการตลาด
3,การตลาด/PR,40,Pretty/MC,PR Influencer
3,การตลาด/PR,40,Pretty/MC,ผู้ช่วยไลฟ์สด (Live Steaming Admin)
3,การตลาด/PR,40,Pretty/MC,พนักงาน LIVE สด
3,การตลาด/PR,40,Pretty/MC,อีเว้นท์ออกบูธ
3,การตลาด/PR,40,Pretty/MC,Live Streamer
3,การตลาด/PR,40,Pretty/MC,MC LIVE
3,การตลาด/PR,40,Pretty/MC,Pretty coordinator OR
3,การตลาด/PR,40,Pretty/MC,Admin Live Streaming
3,การตลาด/PR,40,Pretty/MC,Influencer Tiktok
3,การตลาด/PR,38,การตลาดดิจิทัล,Marketing  Executive
3,การตลาด/PR,38,การตลาดดิจิทัล,Brand marketing&Advertising specialist
3,การตลาด/PR,38,การตลาดดิจิทัล,Social media admin
3,การตลาด/PR,38,การตลาดดิจิทัล,Online Marketer
3,การตลาด/PR,38,การตลาดดิจิทัล,Graphic Design (Offline Marketing)
3,การตลาด/PR,38,การตลาดดิจิทัล,Media
3,การตลาด/PR,38,การตลาดดิจิทัล,Digital Marketing Executive
3,การตลาด/PR,38,การตลาดดิจิทัล,Business Development
3,การตลาด/PR,38,การตลาดดิจิทัล,Digital Marketing
3,การตลาด/PR,38,การตลาดดิจิทัล,Content Writer
3,การตลาด/PR,38,การตลาดดิจิทัล,Digital Ads Planner& Optimizer
3,การตลาด/PR,12,การตลาดทั่วไป,Marketing Manager
3,การตลาด/PR,12,การตลาดทั่วไป,Marketing Officer
3,การตลาด/PR,12,การตลาดทั่วไป,Marketing Planner
3,การตลาด/PR,12,การตลาดทั่วไป,Assistant Marketing Manager
3,การตลาด/PR,12,การตลาดทั่วไป,ประสานงานการตลาด
3,การตลาด/PR,12,การตลาดทั่วไป,เจ้าหน้าที่พัฒนาธุรกิจ
3,การตลาด/PR,12,การตลาดทั่วไป,Marketing Executive (Creative Influencer
3,การตลาด/PR,12,การตลาดทั่วไป,Consumer)
3,การตลาด/PR,12,การตลาดทั่วไป,Customer Development Officer
3,การตลาด/PR,12,การตลาดทั่วไป,Marketing Influencer
3,การตลาด/PR,12,การตลาดทั่วไป,TeleMarketing
3,การตลาด/PR,36,การตลาดอื่นๆ,เจ้าหน้าที่การตลาดองค์กร
3,การตลาด/PR,36,การตลาดอื่นๆ,เจ้าหน้าที่ส่งเสริมกิจกรรมการตลาด
3,การตลาด/PR,36,การตลาดอื่นๆ,Reception
3,การตลาด/PR,36,การตลาดอื่นๆ,Merchandiser Supervisor
3,การตลาด/PR,36,การตลาดอื่นๆ,ผู้จัดการแผนกส่งเสริมการขาย (Marketing DM)
3,การตลาด/PR,36,การตลาดอื่นๆ,Online Marketing6
3,การตลาด/PR,36,การตลาดอื่นๆ,Influencers Coordinator (เจ้าหน้าที่ประสานงาน Influencer)
3,การตลาด/PR,36,การตลาดอื่นๆ,Marketing Executive
3,การตลาด/PR,36,การตลาดอื่นๆ,E-commerce and KOL Coordinator
3,การตลาด/PR,36,การตลาดอื่นๆ,การตลาดPR
3,การตลาด/PR,13,บริหารการตลาด,เจ้าหน้าที่วิเคราะห์นโยบายและวางแผนการตลาด
3,การตลาด/PR,13,บริหารการตลาด,หัวหน้าฝ่ายการตลาด
3,การตลาด/PR,13,บริหารการตลาด,ประสานงานกิจกรรมด้านการตลาด(Marketing Co-Ordinater)
3,การตลาด/PR,13,บริหารการตลาด,เจ้าหน้าที่สนับสนุนการตลาด (Travel
3,การตลาด/PR,13,บริหารการตลาด,Leisure Marketing)
3,การตลาด/PR,13,บริหารการตลาด,Marketing Executive
3,การตลาด/PR,13,บริหารการตลาด,FMCG )
3,การตลาด/PR,13,บริหารการตลาด,Business Development Officer
3,การตลาด/PR,13,บริหารการตลาด,Product Manager
3,การตลาด/PR,13,บริหารการตลาด,Modern Trade Supervisor
3,การตลาด/PR,13,บริหารการตลาด,เจ้าหน้าที่สนันสนุนการตลาด
3,การตลาด/PR,13,บริหารการตลาด,Strategic Planner (Senior Manager)
3,การตลาด/PR,22,ประชาสัมพันธ์ทั่วไป,เจ้าหน้าที่ประชาสัมพันธ์
3,การตลาด/PR,22,ประชาสัมพันธ์ทั่วไป,PR Brand Skincare
3,การตลาด/PR,22,ประชาสัมพันธ์ทั่วไป,เจ้าหน้าที่จัดกิจกรรมส่งเสริมการตลาด (Event Support)
3,การตลาด/PR,22,ประชาสัมพันธ์ทั่วไป,เจ้าหน้าที่ประชาสัมพันธ์(ภาษาจีน)
3,การตลาด/PR,22,ประชาสัมพันธ์ทั่วไป,Public Relation Manager (PR)
3,การตลาด/PR,22,ประชาสัมพันธ์ทั่วไป,ประชาสัมพันธ์การตลาด
3,การตลาด/PR,22,ประชาสัมพันธ์ทั่วไป,เจ้าหน้าที่การตลาดออนไลน์
3,การตลาด/PR,25,วิจัยการตลาด,เจ้าหน้าที่พัฒนาธุรกิจ Business development (Location)
3,การตลาด/PR,25,วิจัยการตลาด,Market Researcher
3,การตลาด/PR,25,วิจัยการตลาด,Product Marketing
3,การตลาด/PR,25,วิจัยการตลาด,FMCG )
3,การตลาด/PR,25,วิจัยการตลาด,Market Research
3,การตลาด/PR,25,วิจัยการตลาด,Maketing Researcher
3,การตลาด/PR,25,วิจัยการตลาด,การวิจัยการตลาด
3,การตลาด/PR,25,วิจัยการตลาด,Marketing  Analyst (นักวิเคราะห์การตลาด)
3,การตลาด/PR,25,วิจัยการตลาด,พัฒนาผลิตภัณฑ์ PD
3,การตลาด/PR,27,สื่อสารการตลาด,เจ้าหน้าที่สื่อสารการตลาด (Marketing Communication Officer)
3,การตลาด/PR,27,สื่อสารการตลาด,เจ้าหน้าที่สื่อสารการตลาดและการบริหาร
3,การตลาด/PR,27,สื่อสารการตลาด,Creative content creator
3,การตลาด/PR,27,สื่อสารการตลาด,Influencer Marketing Specialist
3,การตลาด/PR,27,สื่อสารการตลาด,เจ้าหน้าที่สื่อสารองค์กร
3,การตลาด/PR,441,หัวหน้า/ผู้จัดการ/ผู้บริหาร,หัวหน้าแผนกการตลาด
3,การตลาด/PR,441,หัวหน้า/ผู้จัดการ/ผู้บริหาร,ผู้จัดการพัฒนาธุรกิจ (BDM)
3,การตลาด/PR,441,หัวหน้า/ผู้จัดการ/ผู้บริหาร,หัวหน้าทีมอีเว้นท์
3,การตลาด/PR,441,หัวหน้า/ผู้จัดการ/ผู้บริหาร,Marketing Manager
3,การตลาด/PR,441,หัวหน้า/ผู้จัดการ/ผู้บริหาร,Area Manager
3,การตลาด/PR,441,หัวหน้า/ผู้จัดการ/ผู้บริหาร,SEO Content Manager
3,การตลาด/PR,441,หัวหน้า/ผู้จัดการ/ผู้บริหาร,Product Sourcing Manager
3,การตลาด/PR,441,หัวหน้า/ผู้จัดการ/ผู้บริหาร,ผู้จัดการฝ่ายการตลาด
3,การตลาด/PR,30,อีเว้นท์,Event Coordinator
3,การตลาด/PR,30,อีเว้นท์,Coordinater
3,การตลาด/PR,30,อีเว้นท์,Event Marketing
3,การตลาด/PR,30,อีเว้นท์,เจ้าหน้าที่อีเว้นท์
3,การตลาด/PR,30,อีเว้นท์,เจ้าหน้าที่กิจกรรมการตลาด
3,การตลาด/PR,30,อีเว้นท์,Events
3,การตลาด/PR,30,อีเว้นท์,Media Staff
4,การผลิต/QA-QC,26,ควบคุมดูแลเครื่องจักร,เจ้าหน้าที่ควบคุมเครื่องจักร
4,การผลิต/QA-QC,26,ควบคุมดูแลเครื่องจักร,Technical Operator)
4,การผลิต/QA-QC,26,ควบคุมดูแลเครื่องจักร,ช่างคุมเครื่องไดคัท
4,การผลิต/QA-QC,26,ควบคุมดูแลเครื่องจักร,พนักงานคุมเครื่อง
4,การผลิต/QA-QC,26,ควบคุมดูแลเครื่องจักร,หัวหน้าแผนกควบคุมไลน์ผลิต
4,การผลิต/QA-QC,26,ควบคุมดูแลเครื่องจักร,พนักงานคุมเครื่องตัด
4,การผลิต/QA-QC,26,ควบคุมดูแลเครื่องจักร,พนักงานคุมเครื่องห่อ
4,การผลิต/QA-QC,14,ตรวจสอบคุณภาพ/QC/QA/QM/ISO,QA Supervisor
4,การผลิต/QA-QC,14,ตรวจสอบคุณภาพ/QC/QA/QM/ISO,QC Staff
4,การผลิต/QA-QC,14,ตรวจสอบคุณภาพ/QC/QA/QM/ISO,Quality Control
4,การผลิต/QA-QC,14,ตรวจสอบคุณภาพ/QC/QA/QM/ISO,เจ้าหน้าที่แผนกควบคุมคุณภาพ
4,การผลิต/QA-QC,14,ตรวจสอบคุณภาพ/QC/QA/QM/ISO,ผู้ตรวจสอบปริมาณงาน
4,การผลิต/QA-QC,14,ตรวจสอบคุณภาพ/QC/QA/QM/ISO,ควบคุมดูแลตรวจสอบคุณภาพ
4,การผลิต/QA-QC,14,ตรวจสอบคุณภาพ/QC/QA/QM/ISO,QC Supervisor
4,การผลิต/QA-QC,14,ตรวจสอบคุณภาพ/QC/QA/QM/ISO,QA staff
4,การผลิต/QA-QC,14,ตรวจสอบคุณภาพ/QC/QA/QM/ISO,เจ้าหน้าที่ QC
4,การผลิต/QA-QC,14,ตรวจสอบคุณภาพ/QC/QA/QM/ISO,เจ้าหน้าที่ระบบคุณภาพ
4,การผลิต/QA-QC,15,บริหารการผลิต,ผู้จัดการฝ่ายผลิต
4,การผลิต/QA-QC,15,บริหารการผลิต,หัวหน้างานฝ่ายผลิต
4,การผลิต/QA-QC,15,บริหารการผลิต,ผู้จัดการฝ่ายประกันคุณภาพ
4,การผลิต/QA-QC,15,บริหารการผลิต,หัวหน้าควบคุมการผลิต
4,การผลิต/QA-QC,16,ผลิตทั่วไป,พนักงานฝ่ายผลิต
4,การผลิต/QA-QC,16,ผลิตทั่วไป,Packing
4,การผลิต/QA-QC,16,ผลิตทั่วไป,เจ้าหน้าที่พัฒนาระบบการผลิต
4,การผลิต/QA-QC,16,ผลิตทั่วไป,ธุรการผลิตและซ่อมบำรุง
4,การผลิต/QA-QC,16,ผลิตทั่วไป,หัวหน้าแผนกผลิต
4,การผลิต/QA-QC,16,ผลิตทั่วไป,เจ้าหน้าที่วิเคราะห์คุณภาพผลิตภัณฑ์
4,การผลิต/QA-QC,16,ผลิตทั่วไป,เจ้าหน้าที่สนับสนุนการผลิต
4,การผลิต/QA-QC,18,ผลิตอัญมณี เครื่องประดับ,เจ้าหน้าที่ตรวจสอบคุณภาพ (QC)
4,การผลิต/QA-QC,18,ผลิตอัญมณี เครื่องประดับ,ช่างขัด (จิวเวลรี่)
4,การผลิต/QA-QC,18,ผลิตอัญมณี เครื่องประดับ,QC ตรวจสอบเครื่องประดับ
4,การผลิต/QA-QC,18,ผลิตอัญมณี เครื่องประดับ,Material Control
4,การผลิต/QA-QC,24,ผลิตอื่นๆ,เจ้าหน้าที่ QC
4,การผลิต/QA-QC,24,ผลิตอื่นๆ,พนักงานไลน์ผลิต
4,การผลิต/QA-QC,24,ผลิตอื่นๆ,พนักงานผลิตรองเท้าทำมือ
4,การผลิต/QA-QC,17,ผลิตเสื้อผ้า สิ่งทอ,เจ้าหน้าที่ QA
4,การผลิต/QA-QC,17,ผลิตเสื้อผ้า สิ่งทอ,ควบคุมคุณภาพ (QC)
4,การผลิต/QA-QC,17,ผลิตเสื้อผ้า สิ่งทอ,QA
4,การผลิต/QA-QC,17,ผลิตเสื้อผ้า สิ่งทอ,QCตรวจสอบ
4,การผลิต/QA-QC,17,ผลิตเสื้อผ้า สิ่งทอ,Packing
4,การผลิต/QA-QC,17,ผลิตเสื้อผ้า สิ่งทอ,หัวหน้าไลน์เย็บ
4,การผลิต/QA-QC,19,พัฒนาผลิตภัณฑ์,Material Development
4,การผลิต/QA-QC,19,พัฒนาผลิตภัณฑ์,Product Officer
4,การผลิต/QA-QC,19,พัฒนาผลิตภัณฑ์,ผู้จัดการแผนกR&D
4,การผลิต/QA-QC,19,พัฒนาผลิตภัณฑ์,เจ้าหน้าที่วิจัยและพัฒนาผลิตภัณฑ์
4,การผลิต/QA-QC,19,พัฒนาผลิตภัณฑ์,Product Specialist
4,การผลิต/QA-QC,19,พัฒนาผลิตภัณฑ์,R&D สายการผลิต
4,การผลิต/QA-QC,21,พิมพ์,ช่างเขียนแบบ
4,การผลิต/QA-QC,21,พิมพ์,ช่างพิมพ์
4,การผลิต/QA-QC,21,พิมพ์,เจ้าหน้าที่ฝ่ายผลิด (ช่างพิมพ์)
4,การผลิต/QA-QC,23,วางแผนการผลิต/ควบคุมการผลิต,เจ้าหน้าที่วางแผนการผลิต(Production planning officer)
4,การผลิต/QA-QC,23,วางแผนการผลิต/ควบคุมการผลิต,supervisor ฝ่ายผลิต
4,การผลิต/QA-QC,23,วางแผนการผลิต/ควบคุมการผลิต,หัวหน้าแผนกในกระบวนการผลิต
4,การผลิต/QA-QC,23,วางแผนการผลิต/ควบคุมการผลิต,วางแผนและควบคุมการผลิต (Production Planning and Control)
4,การผลิต/QA-QC,23,วางแผนการผลิต/ควบคุมการผลิต,ธุรการผลิต
4,การผลิต/QA-QC,442,หัวหน้า/ผู้จัดการ/ผู้บริหาร,ผู้จัดการฝ่ายผลิต
4,การผลิต/QA-QC,442,หัวหน้า/ผู้จัดการ/ผู้บริหาร,Planning Manager
4,การผลิต/QA-QC,442,หัวหน้า/ผู้จัดการ/ผู้บริหาร,หัวหน้าแผนกผลิต-สี
4,การผลิต/QA-QC,442,หัวหน้า/ผู้จัดการ/ผู้บริหาร,Senior Production
4,การผลิต/QA-QC,442,หัวหน้า/ผู้จัดการ/ผู้บริหาร,หัวหน้าแผนกผลิต-สี
5,การศึกษา/วิชาการ,33,การศึกษา/วิชาการอื่นๆ,ผู้ช่วยผู้อำนวยการ
5,การศึกษา/วิชาการ,33,การศึกษา/วิชาการอื่นๆ,ผู้อำนวยการหลักสูตร
5,การศึกษา/วิชาการ,33,การศึกษา/วิชาการอื่นๆ,เจ้าหน้าที่โสตทัศนูปกรณ์
5,การศึกษา/วิชาการ,33,การศึกษา/วิชาการอื่นๆ,เจ้าหน้าที่เทคโนโลยีการศึกษา
5,การศึกษา/วิชาการ,33,การศึกษา/วิชาการอื่นๆ,เจ้าหน้าที่วัดผลและประเมินผลทางการศึกษา
5,การศึกษา/วิชาการ,33,การศึกษา/วิชาการอื่นๆ,เจ้าหน้าที่ประกันคุณภาพการศึกษา
5,การศึกษา/วิชาการ,33,การศึกษา/วิชาการอื่นๆ,เจ้าหน้าที่ประจำสำนักวิชาการ
5,การศึกษา/วิชาการ,33,การศึกษา/วิชาการอื่นๆ,เจ้าหน้าที่ประจำสำนักสหกิจศึกษา
5,การศึกษา/วิชาการ,33,การศึกษา/วิชาการอื่นๆ,เจ้าหน้าที่แนะแนวการศึกษาต่อ
5,การศึกษา/วิชาการ,33,การศึกษา/วิชาการอื่นๆ,นักวิชาการ
5,การศึกษา/วิชาการ,33,การศึกษา/วิชาการอื่นๆ,นักวิชาการปฐมวัย
5,การศึกษา/วิชาการ,33,การศึกษา/วิชาการอื่นๆ,นักวิชาการศึกษา
5,การศึกษา/วิชาการ,33,การศึกษา/วิชาการอื่นๆ,นักวิชาการภาษาไทย
5,การศึกษา/วิชาการ,33,การศึกษา/วิชาการอื่นๆ,นักวิชาการคณิตศาสตร์
5,การศึกษา/วิชาการ,33,การศึกษา/วิชาการอื่นๆ,Curriculum Consultant
5,การศึกษา/วิชาการ,33,การศึกษา/วิชาการอื่นๆ,ที่ปรึกษาด้านการพัฒนาหลักสูตร
5,การศึกษา/วิชาการ,28,ครู,ครูสอนร้องเพลง
5,การศึกษา/วิชาการ,28,ครู,ครูสอนดนตรี
5,การศึกษา/วิชาการ,28,ครู,ครูสอนขับร้อง
5,การศึกษา/วิชาการ,28,ครู,ครูกลุ่มสาระวิชา
5,การศึกษา/วิชาการ,28,ครู,ครูประจำศูนย์
5,การศึกษา/วิชาการ,28,ครู,ครูภาษาอังกฤษ
5,การศึกษา/วิชาการ,28,ครู,ครูวิทยาศาสตร์
5,การศึกษา/วิชาการ,28,ครู,ครูสังคมศึกษา
5,การศึกษา/วิชาการ,28,ครู,ครูสอนศิลปะ
5,การศึกษา/วิชาการ,28,ครู,ครูคอมพิวเตอร์
5,การศึกษา/วิชาการ,28,ครู,Chinese Teacher
5,การศึกษา/วิชาการ,28,ครู,ครูสอนภาษาจีน
5,การศึกษา/วิชาการ,28,ครู,ครูคณิตศาสตร์
5,การศึกษา/วิชาการ,28,ครู,Math Teacher English
5,การศึกษา/วิชาการ,28,ครู,ครูคณิตศาสตร์ภาษาอังกฤษ
5,การศึกษา/วิชาการ,28,ครู,Math Teacher-Chinese Program
5,การศึกษา/วิชาการ,28,ครู,ครูภาษาไทย
5,การศึกษา/วิชาการ,28,ครู,Thai Teacher
5,การศึกษา/วิชาการ,28,ครู,ครูสอนกีต้าร์ อูคูเลเล่
5,การศึกษา/วิชาการ,28,ครู,ครูสอนบัลเล่ต์
5,การศึกษา/วิชาการ,28,ครู,ครูสอนเด็กเล็ก
5,การศึกษา/วิชาการ,28,ครู,ครูสอนว่ายน้ำ
5,การศึกษา/วิชาการ,28,ครู,ครูปฐมวัย
5,การศึกษา/วิชาการ,28,ครู,ครูอนุบาล
5,การศึกษา/วิชาการ,28,ครู,Assistant teacher
5,การศึกษา/วิชาการ,28,ครู,Teacher Assistant
5,การศึกษา/วิชาการ,28,ครู,ครูผู้ช่วย
5,การศึกษา/วิชาการ,28,ครู,ครูพี่เลี้ยง
5,การศึกษา/วิชาการ,28,ครู,ครูผู้ดูแลเด็กเล็ก
5,การศึกษา/วิชาการ,28,ครู,ครูสอนกลอง
5,การศึกษา/วิชาการ,28,ครู,ครูสอนเปียโน
5,การศึกษา/วิชาการ,28,ครู,ครูสอนไวโอลิน
5,การศึกษา/วิชาการ,28,ครู,ครูสอนเต้น
5,การศึกษา/วิชาการ,28,ครู,ครูสอนเทควันโด้
5,การศึกษา/วิชาการ,28,ครู,English Teachers
5,การศึกษา/วิชาการ,28,ครู,ครูผู้นำกิจกรรม
5,การศึกษา/วิชาการ,29,บรรณารักษ์,บรรณารักษ์
5,การศึกษา/วิชาการ,29,บรรณารักษ์,Librarian
5,การศึกษา/วิชาการ,31,สอนพิเศษ/ติวเตอร์,ติวเตอร์วิชา
5,การศึกษา/วิชาการ,31,สอนพิเศษ/ติวเตอร์,ติวเตอร์สอน
5,การศึกษา/วิชาการ,31,สอนพิเศษ/ติวเตอร์,ติวเตอร์ประจำโรงเรียน
5,การศึกษา/วิชาการ,31,สอนพิเศษ/ติวเตอร์,ครูสอนพิเศษ
5,การศึกษา/วิชาการ,32,อาจารย์,อาจารย์ประจำมหาวิทยาลัย
5,การศึกษา/วิชาการ,32,อาจารย์,อาจารย์ประจำคณะ
5,การศึกษา/วิชาการ,32,อาจารย์,อาจารย์ประจำสาขาวิชา
5,การศึกษา/วิชาการ,32,อาจารย์,อาจารย์สาขาวิชา
5,การศึกษา/วิชาการ,32,อาจารย์,อาจารย์สาธิต
5,การศึกษา/วิชาการ,32,อาจารย์,อาจารย์ระดับบัณฑิตศึกษา
5,การศึกษา/วิชาการ,32,อาจารย์,อาจารย์ประจำหลักสูตร
5,การศึกษา/วิชาการ,32,อาจารย์,อาจารย์ปฏิบัติการ
5,การศึกษา/วิชาการ,32,อาจารย์,อาจารย์ใหญ่
5,การศึกษา/วิชาการ,32,อาจารย์,อาจารย์ด้านการพยาบาล
5,การศึกษา/วิชาการ,32,อาจารย์,อาจารย์การท่องเที่ยว
5,การศึกษา/วิชาการ,32,อาจารย์,อาจารย์ธุรกิจการบิน
5,การศึกษา/วิชาการ,32,อาจารย์,อาจารย์ใหญ่
5,การศึกษา/วิชาการ,32,อาจารย์,คณบดี
5,การศึกษา/วิชาการ,32,อาจารย์,รองคณบดีคณะ
5,การศึกษา/วิชาการ,32,อาจารย์,ผู้อำนวยการหลักสูตร
5,การศึกษา/วิชาการ,32,อาจารย์,ฝ่ายวิชาการ (สื่อสารภาษาอังกฤษได้)
6,ขนส่ง/คลังสินค้า,44,Shipping,เจ้าหน้าที่ shipping
6,ขนส่ง/คลังสินค้า,44,Shipping,CS Shipping
6,ขนส่ง/คลังสินค้า,44,Shipping,Cs Shipping Export
6,ขนส่ง/คลังสินค้า,44,Shipping,เจ้าหน้าที่คีย์ใบขนสินค้าขาเข้า-ขาออก
6,ขนส่ง/คลังสินค้า,44,Shipping,CS EXPORT-IMPORT
